FarmID ,  ParcelID  , Lat        , Lon         , Farm Name               ,  Amount  ,  Weight  ,  Muscle  ,    Fat   ,Features , Front   ,    Leg   ,  Wool , Total
1447581 , 144758    ,  65.5735708,  -20.2702342, Hæll                    ,    257   ,    41.0  ,   27.1   ,    3.3   ,   3.7   ,  8.2    ,    17.3  ,  7.9  ,  33.4
1453031 , 145303    , 65.46874565, -19.83174572, Höllustaðir 2           ,     87   ,    42.0  ,   27.1   ,    3.4   ,   3.7   ,  8.1    ,    17.0  ,  7.8  ,  32.9
1452972 , 145297    , 65.49403907, -20.03662903, Holt                    ,    150   ,    40.8  ,   27.1   ,    3.7   ,   4.1   ,  8.2    ,    16.8  ,  8.0  ,  33.0
1454471 , 145447    , 65.70966773,   -20.266224, Sölvabakki              ,    165   ,    44.2  ,   27.0   ,    3.4   ,   3.8   ,  8.2    ,    17.2  ,  7.9  ,  33.2
1447801 , 144780    , 65.54168672, -20.21209561, Reykir                  ,    114   ,    41.2  ,   26.7   ,    3.1   ,   3.8   ,  8.1    ,    17.0  ,  8.0  ,  33.1
1453711 , 145371    ,  65.5741743, -19.99820252, Hólabær                 ,    149   ,    39.0  ,   26.6   ,    3.2   ,   4.0   ,  8.2    ,    17.2  ,  7.9  ,  33.3
1454741 , 145474    , 65.76113645, -20.26131211, Syðri-Ey                ,    129   ,    40.5  ,   26.4   ,    3.3   ,   3.7   ,  8.1    ,    16.9  ,  8.0  ,  33.0
1446841 , 144684    , 65.40030733, -20.27877705, Kornsá                  ,    130   ,    38.2  ,   26.2   ,    2.9   ,   3.7   ,  8.2    ,    16.9  ,  8.1  ,  33.2
1447061 , 144706    , 65.54321887, -20.34295593, Brekka                  ,     99   ,    37.5  ,   26.1   ,    2.3   ,   3.8   ,  8.1    ,    16.9  ,  7.8  ,  32.7
1454121 , 145412    , 65.66398776, -20.21680167, Breiðavað               ,    174   ,    37.8  ,   26.1   ,    2.4   ,   3.5   ,  8.2    ,    17.2  ,  7.8  ,  33.2
1454671 , 145467    , 65.77676207, -20.22887822, Kambakot                ,    115   ,    39.9  ,   26.1   ,    2.9   ,   3.7   ,  8.3    ,    17.2  ,  8.4  ,  33.8
1459791 , 145979    , 65.61694364, -19.58169174, Hóll                    ,     52   ,    47.0  ,   31.5   ,    3.8   ,   4.0   ,  8.8    ,    17.8  ,  7.9  ,  34.4
1464871 , 146487    , 65.79539574, -19.28925984, Sleitustaðir            ,     77   ,    44.0  ,   29.8   ,    3.5   ,   3.9   ,  8.6    ,    17.4  ,  8.0  ,  33.9
1459971 , 145997    , 65.60152751, -19.56868335, Árgerði                 ,     78   ,    42.2  ,   29.6   ,    3.2   ,   4.0   ,  8.5    ,    17.6  ,  7.9  ,  34.1
1463901 , 146390    , 65.66249028, -19.47658091, Keldudalur              ,     53   ,    41.3  ,   29.1   ,    2.8   ,   3.9   ,  8.4    ,    17.8  ,  7.9  ,  34.1
1464111 , 146411    , 65.68338978, -19.38300069, Ytri-Hofdalir           ,     74   ,    46.8  ,   29.1   ,    3.6   ,   3.9   ,  8.5    ,    17.5  ,  8.2  ,  34.2
1464212 , 146421    , 65.68111334, -19.38310085, Atlastaðir              ,    238   ,    43.1  ,   29.0   ,    3.3   ,   3.6   ,  8.5    ,    17.5  ,  7.9  ,  33.8
1469171 , 146917    ,  65.9373066, -18.92570033, Þrasastaðir             ,    130   ,    42.2  ,   28.7   ,    2.4   ,   3.7   ,  8.1    ,    17.1  ,  8.1  ,  33.3
1459621 , 145962    ,  65.7523712, -19.72527058, Veðramót 1              ,     74   ,    43.5  ,   28.7   ,    3.9   ,   3.8   ,  8.3    ,    17.3  ,  8.0  ,  33.5
1460761 , 146076    , 65.54727081, -19.37508065, Vallanes                ,     59   ,    45.3  ,   28.6   ,    2.6   ,   4.0   ,  8.4    ,    17.7  ,  7.9  ,  33.9
1463371 , 146337    , 65.48049729, -19.26813336, Sólheimagerði           ,     51   ,    42.5  ,   28.5   ,    3.5   ,   3.8   ,  8.2    ,    17.6  ,  7.7  ,  33.5
1460651 , 146065    , 65.58738269, -19.49955448, Syðra-Skörðugil         ,    234   ,    40.4  ,   28.4   ,    2.5   ,   3.7   ,  8.2    ,    17.5  ,  7.7  ,  33.3
1462791 , 146279    , 65.41802773, -19.15889141, Flatatunga              ,     95   ,    44.7  ,   28.3   ,    2.8   ,   4.1   ,  8.2    ,    17.4  ,  7.7  ,  33.2
1459011 , 145901    , 66.05207266, -20.01999455, Keta                    ,    104   ,    42.8  ,   28.3   ,    3.0   ,   4.0   ,  8.4    ,    17.4  ,  7.9  ,  33.6
1464821 , 146482    , 65.65982634, -19.08568112, Reykir                  ,     62   ,    41.2  ,   28.2   ,    2.2   ,   4.1   ,  8.3    ,    17.2  ,  8.1  ,  33.7
1464711 , 146471    ,  65.7449516, -19.18963049, Kjarvalsstaðir          ,     73   ,    38.6  ,   28.0   ,    2.6   ,   3.9   ,  8.3    ,    17.1  ,  8.0  ,  33.3
1525071 , 152507    , 65.67155678, -18.40080308, Ytri-Bægisá 1           ,     58   ,    39.4  ,   31.2   ,    2.5   ,   3.9   ,  8.5    ,    17.7  ,  7.7  ,  33.8
1530251 , 153025    , 65.94383744, -18.14238871, Bárðartjörn             ,    114   ,    42.2  ,   31.0   ,    2.9   ,   4.3   ,  8.1    ,    17.5  ,  7.8  ,  33.4
1524461 , 152446    , 65.66689562, -18.40580072, Syðri-Bægisá            ,     80   ,    40.0  ,   30.3   ,    2.7   ,   3.8   ,  8.6    ,    17.9  ,  8.0  ,  34.4
1519321 , 151932    ,  65.9050812, -18.56096407, Hof                     ,     75   ,    45.4  ,   30.2   ,    2.6   ,   3.7   ,  8.2    ,    17.1  ,  8.0  ,  33.2
1519121 , 151912    , 65.85710705, -18.72632324, Búrfell                 ,     52   ,    43.0  ,   30.0   ,    2.8   ,   3.7   ,  8.5    ,    17.7  ,  8.2  ,  34.5
1526561 , 152656    , 65.53839166, -22.06398379, Hríshóll                ,     58   ,    39.2  ,   29.6   ,    2.4   ,   4.4   ,  8.5    ,    17.7  ,  7.9  ,  34.1
1525981 , 152598    , 65.60142941, -17.98748271, Garðsá                  ,     67   ,    38.9  ,   29.4   ,    2.0   ,   3.7   ,  8.1    ,    17.0  ,  7.9  ,  32.9
1524091 , 152409    , 65.71893637, -18.36624767, Skriða                  ,     77   ,    40.7  ,   29.2   ,    2.4   ,   3.8   ,  8.6    ,    17.7  ,  8.0  ,  34.2
1513571 , 151357    ,  65.9490794, -18.48034052, Háls                    ,     77   ,    42.1  ,   29.0   ,    2.2   ,   3.8   ,  8.2    ,    17.3  ,  8.2  ,  33.6
1526221 , 152622    , 65.39898991, -18.25344503, Gullbrekka              ,     73   ,    38.6  ,   29.0   ,    3.2   ,   4.4   ,  8.4    ,    17.6  ,  8.7  ,  34.6
1525161 , 152516    , 65.69585624, -18.36548146, Neðri-Vindheimar        ,     77   ,    42.3  ,   28.8   ,    3.4   ,   3.7   ,  8.3    ,    17.3  ,  7.9  ,  33.5
1519101 , 151910    , 65.91593649, -18.58185295, Brekka                  ,     60   ,    42.0  ,   28.6   ,    3.1   ,   3.7   ,  8.4    ,    17.3  ,  8.0  ,  33.7
1530241 , 153024    , 65.88615048,  -18.0782994, Áshóll                  ,    137   ,    42.6  ,   28.5   ,    3.0   ,   4.1   ,  8.1    ,    17.4  ,  8.1  ,  33.6
1521771 , 152177    , 65.94377258, -18.42511317, Stóru-Hámundarstaðir    ,     82   ,    39.7  ,   28.2   ,    2.1   ,   3.6   ,  8.2    ,    17.2  ,  8.0  ,  33.4
1523261 , 152326    ,  65.8562897, -18.26294759, Kjarni                  ,     69   ,    40.0  ,   28.2   ,    2.8   ,   3.6   ,  8.2    ,    17.3  ,  8.3  ,  33.8
1528421 , 152842    , 65.32704796, -18.29398274, Ytri-Villingadalur      ,     53   ,    41.0  ,   28.0   ,    3.0   ,   3.8   ,  8.5    ,    17.2  ,  8.6  ,  34.3
1533271 , 153327    , 65.72481371, -17.77747669, Sigríðarstaðir          ,     50   ,    43.7  ,   32.3   ,    3.1   ,   4.3   ,  8.3    ,    17.6  ,  7.9  ,  33.8
1537711 , 153771    , 65.69581977, -17.51587212, Ingjaldsstaðir          ,    144   ,    40.7  ,   31.9   ,    2.9   ,   4.4   ,  8.3    ,    17.7  ,  8.2  ,  34.1
1534591 , 153459    , 65.70811116, -17.72561882, Stóru-Tjarnir           ,     72   ,    41.6  ,   31.4   ,    3.1   ,   4.3   ,  8.3    ,    17.5  ,  7.9  ,  33.7
1540071 , 154007    , 65.89596463, -17.31390847, Litlu-Reykir            ,    165   ,    38.3  ,   31.2   ,    2.8   ,   4.5   ,  8.3    ,    17.9  ,  7.9  ,  34.0
1537471 , 153747    , 65.69416059, -17.51777358, Heiðarbraut             ,     73   ,    41.2  ,   31.0   ,    2.8   ,   4.3   ,  8.2    ,    17.6  ,  8.1  ,  33.7
1532211 , 153221    , 65.82667515, -17.88506427, Böðvarsnes              ,     53   ,    44.8  ,   31.0   ,    3.4   ,   4.3   ,  8.3    ,    17.6  ,  7.9  ,  33.8
1540331 , 154033    , 66.19734538, -17.11006809, Árholt                  ,     88   ,    38.1  ,   30.9   ,    2.9   ,   4.4   ,  8.3    ,    17.7  ,  8.0  ,  33.9
1533841 , 153384    ,  65.8610976, -17.90104181, Þverá                   ,    145   ,    40.6  ,   30.8   ,    3.0   ,   4.3   ,  8.3    ,    17.6  ,  7.9  ,  33.7
1540131 , 154013    , 65.95807766,  -17.3195674, Skarðaborg              ,    150   ,    39.9  ,   30.6   ,    2.5   ,   4.4   ,  8.4    ,    17.8  ,  7.9  ,  34.0
1534261 , 153426    , 65.70536798,  -17.5499787, Hrifla                  ,    218   ,    38.1  ,   30.5   ,    2.6   ,   4.3   ,  8.3    ,    17.5  ,  8.0  ,  33.7
1538471 , 153847    , 65.80484613,  -17.4058908, Fagraneskot             ,     52   ,    39.8  ,   30.5   ,    2.9   ,   4.4   ,  8.3    ,    17.6  ,  8.0  ,  33.8
1532911 , 153291    , 65.70675713, -17.76072738, Kambsstaðir             ,     79   ,    42.7  ,   30.5   ,    3.0   ,   4.2   ,  8.2    ,    17.5  ,  7.9  ,  33.5
1534341 , 153434    , 65.70714983, -17.63671765, Kross                   ,     77   ,    42.6  ,   30.2   ,    2.8   ,   4.2   ,  8.2    ,    17.5  ,  7.8  ,  33.4
1534891 , 153489    , 65.60290828, -17.51793712, Hlíðarendi              ,    114   ,    36.6  ,   30.1   ,    2.5   ,   4.4   ,  8.3    ,    17.6  ,  7.9  ,  33.8
1538821 , 153882    , 65.85326448, -17.35701417, Yzti-Hvammur            ,    112   ,    38.8  ,   29.9   ,    2.8   ,   4.3   ,  8.2    ,    17.8  ,  7.9  ,  33.8
1540282 , 154028    , 65.91905337, -17.30710786, Þverá                   ,     87   ,    42.7  ,   29.8   ,    2.9   ,   4.2   ,  8.2    ,    17.5  ,  7.9  ,  33.5
1533661 , 153366    , 65.78585489, -17.91597971, Vatnsleysa              ,    107   ,    40.8  ,   29.3   ,    2.5   ,   4.2   ,  8.1    ,    17.4  ,  8.0  ,  33.4
1535272 , 153527    ,  65.6680306, -17.53670115, Úlfsbær                 ,     69   ,    37.7  ,   29.3   ,    2.6   ,   4.1   ,  8.1    ,    17.2  ,  7.8  ,  33.0
1538441 , 153844    , 65.85283892, -17.29415521, Brúnahlíð               ,     60   ,    42.7  ,   29.3   ,    2.6   ,   4.2   ,  8.2    ,    17.5  ,  7.8  ,  33.5
1532321 , 153232    , 65.74777502, -17.83734188, Fornhólar               ,     91   ,    41.7  ,   29.3   ,    2.8   ,   4.2   ,  8.2    ,    17.6  ,  8.0  ,  33.7
1535261 , 153526    , 65.34106621, -17.24778969, Svartárkot              ,    147   ,    37.4  ,   29.2   ,    2.7   ,   4.2   ,  8.1    ,    17.3  ,  7.8  ,  33.2
1533991 , 153399    , 65.95295462, -17.59356513, Björg                   ,     54   ,    43.4  ,   29.2   ,    2.8   ,   4.2   ,  8.1    ,    17.5  ,  7.9  ,  33.4
1534181 , 153418    , 65.78364349, -17.58829041, Hlíð                    ,     95   ,    44.7  ,   29.2   ,    3.2   ,   4.3   ,  8.3    ,    17.7  ,  7.8  ,  33.7
1537111 , 153711    , 65.71940729, -17.23002645, Auðnir                  ,     56   ,    47.6  ,   29.0   ,    2.9   ,   4.2   ,  8.2    ,    17.2  ,  7.8  ,  33.2
1540431 , 154043    , 66.08170291, -17.31485068, Héðinshöfði 2           ,     99   ,    35.9  ,   28.9   ,    2.6   ,   4.3   ,  8.2    ,    17.6  ,  7.9  ,  33.7
1540581 , 154058    , 66.18150325, -17.20520807, Syðri-Sandhólar         ,    111   ,    41.6  ,   28.9   ,    2.9   ,   3.9   ,  8.5    ,    17.5  ,  7.9  ,  33.9
1534871 , 153487    ,  65.4482811, -17.41267195, Halldórsstaðir 2        ,    140   ,    41.6  ,   28.7   ,    2.4   ,   3.8   ,  8.3    ,    17.5  ,  7.9  ,  33.7
1533461 , 153346    , 65.76281425, -17.87307319, Sólvangur               ,    155   ,    41.6  ,   28.6   ,    3.1   ,   4.1   ,  8.2    ,    17.4  ,  7.8  ,  33.3
1538071 , 153807    , 65.62808323, -17.32142356, Stafn 1                 ,    110   ,    34.7  ,   28.4   ,    2.5   ,   4.2   ,  8.2    ,    17.3  ,  8.2  ,  33.6
1535671 , 153567    , 65.53898398, -16.99440404, Grænavatn I             ,     68   ,    32.0  ,   28.4   ,    2.5   ,   4.2   ,  8.2    ,    17.1  ,  7.9  ,  33.1
1534771 , 153477    , 65.43532665, -17.34470818, Bjarnastaðir            ,    128   ,    39.9  ,   28.3   ,    2.8   ,   4.0   ,  8.0    ,    17.1  ,  7.9  ,  33.0
1535281 , 153528    , 65.41798291,  -17.2801344, Víðiker                 ,    138   ,    41.7  ,   28.0   ,    2.6   ,   4.0   ,  8.1    ,    17.2  ,  7.9  ,  33.1
1541441 , 154144    , 66.29042634, -16.42412619, Brekka                  ,     97   ,    38.6  ,   31.7   ,    2.8   ,   4.6   ,  8.5    ,    17.7  ,  7.9  ,  34.0
1545671 , 154567    , 66.15607135, -15.51292624, Laxárdalur 1            ,    154   ,    39.5  ,   31.4   ,    2.8   ,   4.5   ,  8.3    ,    17.5  ,  7.9  ,  33.7
1542241 , 154224    , 66.29735744, -16.42215299, Snartarstaðir II        ,    155   ,    41.3  ,   31.2   ,    3.2   ,   4.6   ,  8.6    ,    17.8  ,  7.8  ,  34.2
1545521 , 154552    , 66.20230806,  -15.7666241, Hagaland                ,     56   ,    40.5  ,   30.9   ,    2.4   ,   4.8   ,  8.7    ,    17.9  ,  8.0  ,  34.5
1545581 , 154558    , 66.12450869, -15.42100027, Hvammur 2               ,     72   ,    43.6  ,   30.9   ,    2.9   ,   4.6   ,  8.3    ,    17.5  ,  7.9  ,  33.6
1541641 , 154164    , 66.06737406, -16.37679692, Hafrafellstunga 1       ,    184   ,    37.9  ,   30.8   ,    2.5   ,   4.3   ,  8.3    ,    17.6  ,  7.8  ,  33.7
1542041 , 154204    , 66.11652117, -16.39418999, Sandfellshagi 1         ,    150   ,    38.1  ,   30.5   ,    2.8   ,   4.4   ,  8.4    ,    17.7  ,  7.9  ,  34.0
1541161 , 154116    , 66.03063564, -16.58810378, Mörk                    ,     83   ,    44.2  ,   30.5   ,    2.9   ,   4.5   ,  8.5    ,    17.6  ,  8.0  ,  34.1
1545431 , 154543    , 66.19783307, -15.74912426, Garður                  ,    148   ,    39.0  ,   30.4   ,    2.7   ,   4.6   ,  8.4    ,    17.6  ,  8.0  ,  33.9
1542361 , 154236    , 66.13403544, -16.42455803, Þverá                   ,    115   ,    40.1  ,   30.2   ,    2.7   ,   4.4   ,  8.4    ,    17.7  ,  7.8  ,  33.9
1542011 , 154201    , 66.26003115, -16.39849997, Presthólar              ,    150   ,    37.0  ,   30.0   ,    2.5   ,   4.6   ,  8.4    ,    17.6  ,  7.8  ,  33.8
1541841 , 154184    , 66.09029867,  -16.3935399, Leifsstaðir             ,    151   ,    39.6  ,   29.9   ,    2.8   ,   4.4   ,  8.4    ,    17.5  ,  8.0  ,  33.8
1545491 , 154549    , 66.15521997, -15.42163878, Gunnarsstaðir 2         ,     60   ,    40.0  ,   29.9   ,    3.2   ,   4.4   ,  8.3    ,    17.5  ,  7.9  ,  33.6
1541821 , 154182    , 66.11021205, -16.43020722, Klifshagi 2             ,     78   ,    40.1  ,   29.8   ,    2.8   ,   4.6   ,  8.5    ,    17.9  ,  7.8  ,  34.1
1542581 , 154258    , 66.08223879, -16.42803535, Ærlækur                 ,    132   ,    36.2  ,   29.7   ,    2.5   ,   4.6   ,  8.4    ,    17.4  ,  7.8  ,  33.6
1545471 , 154547    , 66.15513062, -15.42668421, Gunnarsstaðir 1         ,    356   ,    40.0  ,   29.7   ,    2.8   ,   4.5   ,  8.4    ,    17.4  ,  7.8  ,  33.6
1545541 , 154554    , 66.15441132, -15.49237134, Holt og Laxárdalur      ,     87   ,    37.2  ,   29.6   ,    2.5   ,   4.5   ,  8.4    ,    17.4  ,  7.9  ,  33.6
1545751 , 154575    ,  66.2072098, -15.71747275, Svalbarð                ,    177   ,    38.3  ,   29.6   ,    2.5   ,   4.5   ,  8.3    ,    17.4  ,  7.9  ,  33.5
1542051 , 154205    , 66.11698083, -16.39418599, Sandfellshagi 2         ,    187   ,    39.2  ,   29.4   ,    2.7   ,   4.4   ,  8.4    ,    17.6  ,  8.1  ,  34.0
1542021 , 154202    ,  66.4125814, -16.52395993, Reistarnes              ,     83   ,    43.1  ,   29.4   ,    3.2   ,   4.5   ,  8.3    ,    17.4  ,  7.8  ,  33.5
1541541 , 154154    , 66.07563747, -16.35227548, Gilsbakki               ,     89   ,    36.8  ,   29.1   ,    2.6   ,   4.2   ,  8.1    ,    17.3  ,  7.9  ,  33.3
1548391 , 154839    , 66.09645477, -15.42390137, Tungusel                ,    178   ,    40.8  ,   29.1   ,    2.8   ,   4.4   ,  8.2    ,    17.1  ,  8.0  ,  33.3
1541141 , 154114    , 66.09596266, -16.92137863, Lón 2                   ,     98   ,    37.2  ,   28.9   ,    2.7   ,   4.2   ,  8.1    ,    17.3  ,  7.8  ,  33.3
1541851 , 154185    , 66.40472468, -16.49349165, Leirhöfn                ,    129   ,    40.4  ,   28.8   ,    3.2   ,   4.4   ,  8.2    ,    17.2  ,  7.9  ,  33.2
1540831 , 154083    , 66.08134827, -16.95239294, Fjöll 1                 ,    104   ,    35.6  ,   28.6   ,    2.7   ,   4.4   ,  8.2    ,    17.3  ,  7.8  ,  33.3
1541281 , 154128    , 66.09274151, -16.82479299, Vogar                   ,     55   ,    44.1  ,   28.5   ,    3.2   ,   4.5   ,  8.2    ,    17.0  ,  8.1  ,  33.2
1545611 , 154561    , 66.20835202, -15.54800301, Ytra-Áland              ,    153   ,    40.0  ,   28.1   ,    2.8   ,   4.5   ,  8.2    ,    17.3  ,  7.9  ,  33.3
1542291 , 154229    , 66.23485009, -16.42182376, Valþjófsstaðir III      ,     68   ,    38.5  ,   28.0   ,    2.8   ,   4.4   ,  8.2    ,    17.2  ,  8.1  ,  33.5
1564521 , 156452    , 65.61508237, -15.09889716, Burstafell I            ,     96   ,    44.8  ,   29.4   ,    3.0   ,   4.5   ,  8.3    ,    17.4  ,  8.1  ,  33.6
1572141 , 157214    , 65.48726407, -14.26606388, Rauðholt                ,    129   ,    42.0  ,   29.2   ,    3.1   ,   4.1   ,  8.3    ,    17.4  ,  8.3  ,  33.9
1569201 , 156920    , 65.23944128, -15.19528812, Merki                   ,     51   ,    40.0  ,   28.4   ,    3.2   ,   3.8   ,  8.3    ,    17.3  ,  8.1  ,  33.7
1569671 , 156967    , 65.06996147, -14.89463411, Melar                   ,     81   ,    43.3  ,   28.4   ,    3.9   ,   4.0   ,  8.2    ,    17.2  ,  8.3  ,  33.7
1565251 , 156525    , 65.90640187, -14.65021305, Strandhöfn              ,     98   ,    40.3  ,   28.2   ,    3.0   ,   4.3   ,  8.1    ,    16.8  ,  8.2  ,  33.0
1569501 , 156950    , 64.96346176, -15.15645027, Egilsstaðir             ,    113   ,    37.9  ,   28.2   ,    3.1   ,   3.9   ,  8.1    ,    16.9  ,  8.0  ,  33.0
1569031 , 156903    , 65.19207129, -15.25483239, Hákonarstaðir 3         ,    107   ,    42.4  ,   28.1   ,    3.8   ,   4.0   ,  8.3    ,    17.5  ,  7.5  ,  33.3
1559721 , 155972    , 65.01915784, -13.81972732, Stóra Breiðuvík         ,     60   ,    48.0  ,   29.5   ,    3.5   ,   3.9   ,  8.1    ,    17.3  ,  8.0  ,  33.3
1580911 , 158091    , 65.37257027, -14.31120063, Gilsárteigur 2          ,     50   ,    45.8  ,   28.0   ,    3.1   ,   4.2   ,  8.2    ,    17.3  ,  8.0  ,  33.5
1594601 , 159460    , 64.30279291,  -15.1816848, Ártún                   ,    110   ,    43.5  ,   32.6   ,    3.1   ,   4.0   ,  9.0    ,    17.8  ,  7.8  ,  34.5
1601261 , 160126    , 64.18134152, -15.76560605, Hestgerði               ,     67   ,    42.8  ,   30.7   ,    2.9   ,   4.0   ,  8.8    ,    17.6  ,  8.0  ,  34.3
1601161 , 160116    ,  64.1299826, -16.01502459, Breiðabólsst 4 -Hali-   ,     75   ,    44.3  ,   30.3   ,    2.6   ,   4.1   ,  8.6    ,    17.4  ,  7.9  ,  33.9
1600921 , 160092    , 64.29863044, -15.41805924, Hólabrekka              ,    104   ,    37.4  ,   30.2   ,    2.2   ,   3.9   ,  8.4    ,    17.3  ,  7.9  ,  33.6
1593781 , 159378    , 64.38635584, -14.93464397, Hvammur                 ,    118   ,    41.7  ,   30.0   ,    2.6   ,   4.0   ,  8.6    ,    17.4  ,  7.9  ,  33.9
1601011 , 160101    , 64.26156276, -15.43899092, Nýpugarðar              ,    242   ,    38.9  ,   29.7   ,    2.5   ,   3.9   ,  8.4    ,    17.3  ,  7.8  ,  33.5
1593991 , 159399    , 64.30366101,  -21.9736091, Vík 2                   ,     76   ,    42.3  ,   29.7   ,    2.8   ,   4.0   ,  8.5    ,    17.3  ,  7.9  ,  33.8
1594761 , 159476    , 64.31377328, -15.24187741, Fornustekkar l          ,    349   ,    39.8  ,   29.6   ,    3.2   ,   3.8   ,  8.5    ,    17.5  ,  7.8  ,  33.7
1601141 , 160114    , 64.12890732, -16.01233331, Breiðabólsst 2 Gerð     ,    176   ,    42.4  ,   29.4   ,    2.6   ,   3.9   ,  8.5    ,    17.3  ,  7.9  ,  33.7
1601961 , 160196    , 63.98418249, -16.85625004, Svínafell 3             ,    122   ,    43.3  ,   29.3   ,    2.4   ,   3.9   ,  8.6    ,    17.5  ,  7.7  ,  33.8
1601311 , 160131    , 64.18092145, -15.89330504, Kálfafell 2             ,    160   ,    40.3  ,   29.3   ,    3.0   ,   3.7   ,  8.5    ,    17.3  ,  7.9  ,  33.7
1601211 , 160121    , 64.19215195, -15.81572333, Borgarhöfn 6 Lækjarhú   ,     83   ,    37.4  ,   29.0   ,    2.4   ,   3.8   ,  8.5    ,    17.2  ,  7.9  ,  33.6
1601811 , 160181    , 63.90524986, -16.70268623, Litla-Hof               ,    278   ,    40.3  ,   28.7   ,    2.1   ,   3.8   ,  8.5    ,    17.3  ,  7.8  ,  33.6
1601451 , 160145    , 64.21680874,  -15.7179406, Smyrlabjörg 3           ,    126   ,    37.7  ,   28.4   ,    2.6    ,   3.8   , 8.5    ,    17.3  ,  8.0  ,  33.7
1601681 , 160168    , 63.90464526, -16.59674293, Hnappavellir 7          ,    161   ,    42.3  ,   28.2   ,    1.9   ,   3.8   ,  8.4    ,    17.3  ,  7.8  ,  33.5
1601741 , 160174    , 63.90669884, -16.70629619, Hof 1 /Eystri Bær       ,    228   ,    38.7  ,   28.1   ,    2.2   ,   3.8   ,  8.5    ,    17.5  ,  7.8  ,  33.7
1634731 , 163473    ,  63.7486949, -17.93320227, Þykkvibær 1             ,     70   ,    42.6  ,   30.7   ,    2.9   ,   3.9   ,  8.6    ,    17.6  ,  8.0  ,  34.1
1633071 , 163307    , 63.72805456, -18.55425717, Borgarfell 1 og 3       ,    173   ,    41.8  ,   30.0   ,    1.8   ,   4.3   ,  8.7    ,    17.7  ,  8.0  ,  34.4
1634661 , 163466    , 63.57543268,  -18.1366321, Ytri-Lyngar             ,     69   ,    40.5  ,   29.7   ,    2.5   ,   3.9   ,  8.6    ,    17.3  ,  8.0  ,  33.8
1633941 , 163394    , 63.78277218, -18.06475053, Kirkjubæjarklaustur 2   ,    192   ,    35.4  ,   29.3   ,    2.2   ,   3.8   ,  8.4    ,    17.1  ,  7.9  ,  33.4
1634101 , 163410    , 63.81230748, -18.06132561, Mörk                    ,    129   ,    39.8  ,   28.7   ,    2.4   ,   3.8   ,  8.4    ,    17.1  ,  7.9  ,  33.4
1634581 , 163458    , 63.61770933, -17.99500218, Syðri-Fljótar           ,    134   ,    38.9  ,   28.3   ,    1.9   ,   3.8   ,  8.3    ,    17.0  ,  7.9  ,  33.1
1630001 , 163000    , 63.44411791, -19.14376358, Brekkur 3               ,     74   ,    35.7  ,   28.2   ,    1.9   ,   3.5   ,  8.5    ,    17.3  ,  7.8  ,  33.5
1636721 , 163672    , 63.52935652, -19.50385289, Ytri-Skógar             ,    160   ,    45.3  ,   31.0   ,    3.0   ,   4.0   ,  8.7    ,    18.0  ,  7.8  ,  34.5
1651372 , 165137    , 63.93354162, -20.47657503, Raftholt                ,     67   ,    45.3  ,   30.7   ,    4.0   ,   4.1   ,  8.6    ,    17.5  ,  7.9  ,  33.9
1637171 , 163717    , 63.52560257, -19.56297898, Skarðshlíð 1            ,    106   ,    44.2  ,   30.4   ,    3.2   ,   3.9   ,  8.7    ,    17.8  ,  7.9  ,  34.3
1636521 , 163652    , 63.52949694, -19.52031401, Drangshlíðardalur       ,     66   ,    41.1  ,   29.9   ,    2.6   ,   3.9   ,  8.5    ,    17.4  ,  7.9  ,  33.7
1640201 , 164020    , 63.72130388, -19.91640363, Hlíðarendakot           ,     79   ,    43.0  ,   29.7   ,    3.4   ,   4.1   ,  8.5    ,    17.4  ,  8.1  ,  33.9
1640601 , 164060    , 63.74034558,  -20.1123028, Sámsstaðir 3            ,     57   ,    40.6  ,   29.4   ,    2.9   ,   4.3   ,  8.4    ,    17.4  ,  7.9  ,  33.6
1639321 , 163932    , 63.69181038,  -20.2190703, Berjanes                ,     72   ,    43.6  ,   28.5   ,    2.4   ,   3.8   ,  8.6    ,    17.3  ,  7.9  ,  33.8
1640651 , 164065    , 63.73134053, -19.99810339, Teigur 1                ,    167   ,    41.4  ,   28.3   ,    2.5   ,   4.1   ,  8.4    ,    17.4  ,  7.9  ,  33.7
1650651 , 165065    , 63.86271358, -20.35835951, Árbæjarhjáleiga 1       ,     58   ,    37.6  ,   28.2   ,    2.0   ,   4.2   ,  8.5    ,    17.5  ,  8.0  ,  34.0
1652941 , 165294    , 63.90011926, -20.65541572, Kálfholt                ,    130   ,    42.7  ,   28.2   ,    2.7   ,   4.0   ,  8.4    ,    17.4  ,  7.9  ,  33.7
1638051 , 163805    , 63.57165172, -19.79512435, Skálakot                ,     78   ,    38.7  ,   28.1   ,    2.6   ,   3.9   ,  8.1    ,    17.1  ,  7.9  ,  33.0
1639591 , 163959    , 63.64187014, -20.37718679, Miðkot                  ,     50   ,    42.6  ,   28.1   ,    3.2   ,   3.9   ,  8.4    ,    17.2  ,  8.0  ,  33.5
1665481 , 166548    , 64.07300505, -20.11073539, Fossnes                 ,     50   ,    43.8  ,   31.7   ,    2.1   ,   3.7   ,  8.4    ,    17.4  ,  7.8  ,  33.6
1664871 , 166487    , 64.06655628,  -20.4663449, Ósabakki 2              ,     58   ,    43.2  ,   31.6   ,    2.1   ,   4.1   ,  8.9    ,    18.0  ,  7.9  ,  34.8
